label,text,pred,probability
1,"Kathie Grabstald Just reminder that this data is due by Monday, October 22.",1,"tensor([[0.4827, 2.9757]], device='cuda:0')"
0,Our hotel segment is at a nascent stage with very few bus passengers opting for a hotel room from our portal.,0,"tensor([[3.9567, 0.0000]], device='cuda:0')"
1,Please verify to provide copy of the blanket permit with the filing.,1,"tensor([[0.0000, 4.1984]], device='cuda:0')"
1,"Get the scoop on 1000s of artists, including exclusive photos, bios, song clips links.",1,"tensor([[0.8203, 3.3027]], device='cuda:0')"
1,Please send me the info on Enron Compression Services that I'll need to fill in the front left side of the GISB.,1,"tensor([[0.0000, 3.7853]], device='cuda:0')"
1,Please grant full access to Dale Furrow in retail risk management.,1,"tensor([[0.0000, 3.5972]], device='cuda:0')"
0,Mayor Soumini Jain launched the new cab service on Wednesday.,0,"tensor([[4.0897, 0.0000]], device='cuda:0')"
0,"The rules and regulations specified in the booklet should be adhered to, he said.",0,"tensor([[3.9982, 0.1751]], device='cuda:0')"
1,"Log into the Microsoft Games site on May 17th to follow this year's event, which will Empires, Age of Mythology, which brings mythical monsters and heroes to cocktail in years and participate also.",1,"tensor([[0.5365, 3.1303]], device='cuda:0')"
0,"She, however, claims that the main reason behind dismantling the special status protecting rights and demography of the state was that it was the only Muslim majority state in India.",0,"tensor([[4.1646, 0.0000]], device='cuda:0')"
0,"We must have December 12 as a 'hard stop' A parliamentary terminus that everyone can believe in, and an election fulfils that purpose to allow a new Parliament and a new government to be in place by Christmas, Johnson told the Commons as he moved his election bid which was rejected by MPs on Monday night.",0,"tensor([[4.0849, 0.0000]], device='cuda:0')"
0,"So far, the J&K administration has restored mobile telephone services for post-paid connections in the Valley without SMS facility as the lockdown in Kashmir entered the 86th day on Tuesday.",0,"tensor([[4.0022, 0.0000]], device='cuda:0')"
0,"The EU said there is ""an urgent need"" for online platforms to establish meaningful cooperation with a wider range of independent researchers and grant them access to data.",0,"tensor([[3.7578, 0.0000]], device='cuda:0')"
0,Tears and losses are mended and infilled using Japanese tissues of suitable strength and thickness.,0,"tensor([[4.2348, 0.0000]], device='cuda:0')"
0,Five migrant labourers in Kulgam district of south Kashmir were shot dead by terrorists on Tuesday night.,0,"tensor([[4.1014, 0.0000]], device='cuda:0')"
1,Interact with cross-functional team to spread around world to work together in entire verification related tasks.,1,"tensor([[0.2347, 3.1461]], device='cuda:0')"
0,"Twitter is buzzing with people's reaction to a viral email screenshot, which talks in length about how the European MP's were invited to meet Prime Minister Narendra Modi and visit Kashmir .",0,"tensor([[4.0344, 0.0000]], device='cuda:0')"
1,Follow up on action items from Nov.,1,"tensor([[0.3101, 3.9275]], device='cuda:0')"
0,Three components have been identified by that Mission that will up-scale the GH into a smart health service provider.,0,"tensor([[3.7074, 0.0000]], device='cuda:0')"
0,"Shares of Reliance Industries (RIL) also ended 2.30 percent higher after the company on Friday said it will set up a new subsidiary to bring all its digital initiatives and apps under a single entity, and infuse Rs 1.08 lakh crore equity into this new unit.",0,"tensor([[4.0855, 0.0000]], device='cuda:0')"
0,The annual board examinations for class 10 and class 12 are being held as per schedule.,0,"tensor([[3.9923, 0.0000]], device='cuda:0')"
1,File Your Taxes Online for Just $17.95 with CompleteTax!,1,"tensor([[0.2136, 3.9302]], device='cuda:0')"
1,"Kim, please forward project plan to your group.",1,"tensor([[0.0000, 3.8179]], device='cuda:0')"
0,"In his statement, he thanked Russia, Turkey, Syria, Iraq and Syrian Kurds for contributing to the operation.",0,"tensor([[4.1151, 0.0000]], device='cuda:0')"
1,"Proctor Shemin, Please review and approve at your convenience.",1,"tensor([[0.0000, 3.7560]], device='cuda:0')"
0,"However, the GSK vaccine's phase IIb clinical trial was quite promising.",0,"tensor([[4.7160, 0.0000]], device='cuda:0')"
0,"Hence, we would continue to be in power for the full five-year term,"" said Sharma.",0,"tensor([[3.8645, 0.0000]], device='cuda:0')"
1,Please begin working with the appropriate manager in completing the document for those individuals who have ranking of Needs Improvement or Issues for 2000 Mid Year review.,1,"tensor([[0.0000, 4.0762]], device='cuda:0')"
1,Please check it out and let me know what the deal numbers are for this month and prepare a document also.,1,"tensor([[0.0000, 3.9952]], device='cuda:0')"
1,Please confirm that by ENA and EES taking no action at the hearing that the agreements have been terminated.,1,"tensor([[0.0000, 4.1664]], device='cuda:0')"
0,"Of the total MDRTB patients worldwide, 6.2 per cent are likely to become XDR-TB patients.",0,"tensor([[4.0999, 0.0000]], device='cuda:0')"
0,The state Congress and high command believe that Shivakumar's release will be a boon for the party for the upcoming by-polls for 15 assembly constituencies.,0,"tensor([[4.4403, 0.0000]], device='cuda:0')"
0,"Additional SP (Varanasi Rural) M P Singh said that the Jaunpur police team did not inform the local police station, Jansa, before conducting the raid in the village.",0,"tensor([[3.8391, 0.0000]], device='cuda:0')"
0,"Accompany the barbecue dinner with music, drinks and a game night.",0,"tensor([[3.5302, 0.4420]], device='cuda:0')"
1,Let me know tomorrow if you still want to go.,1,"tensor([[0.0000, 4.1714]], device='cuda:0')"
1,Please resend it and will roll it for this week this morning.,1,"tensor([[0.0000, 3.9014]], device='cuda:0')"
0,"There was a time when politics and economics were two different things but now in many decisions we see, politics governs economics.",0,"tensor([[4.2089, 0.0000]], device='cuda:0')"
0,"Six minutes later, Gurjinder scored his second goal for Chandigarh XI to make the team lead by 5-3.",0,"tensor([[4.0040, 0.0000]], device='cuda:0')"
0,"Tokyo: A man looks at an electronic stock board showing Japan's Nikkei 225 index at a securities firm in Tokyo Friday, Oct. 11, 2019.",0,"tensor([[3.5459, 0.0196]], device='cuda:0')"
1,Get this query fixed before the next presentation.,1,"tensor([[0.0000, 3.7083]], device='cuda:0')"
1,"Alicia, Please schedule me to attend this meeting.",1,"tensor([[0.0000, 4.0145]], device='cuda:0')"
0,Dharminder scored the second goal for Northern Railway in the fourth minute of the match before Taranpreet scored the equaliser for Chandigarh XI in the 14th minute of the match.,0,"tensor([[3.7336, 0.0000]], device='cuda:0')"
1,Please advise me the amount that needs to be made so that I can prepare bank information.,1,"tensor([[0.0000, 3.9996]], device='cuda:0')"
1,Please complete the above in time for us to discuss sometime Friday.,1,"tensor([[0.0000, 4.3781]], device='cuda:0')"
0,"The mention assumes significance as Pakistan has been terming the move ""India's unilateral and illegal actions of August 5"".",0,"tensor([[4.0980, 0.0000]], device='cuda:0')"
0,"Ensuring that centuries-old artworks are preserved and presented to younger generations, this conservation lab ensures that the new and old come together to preserve the best of Mewar art and culture has to offer.",0,"tensor([[3.7484, 0.0000]], device='cuda:0')"
0,"He gave away the first CSR awards on Tuesday, instituted by the Corporate Affairs Ministry.",0,"tensor([[4.2519, 0.0000]], device='cuda:0')"
0,"Quoting reports, DailyMail revealed that Miley and Liam obtained a permit to rebuild their home in July, but they split just weeks later before renovation could begin.",0,"tensor([[3.5878, 0.0000]], device='cuda:0')"
1,"Larry, Please proceed with all haste on this to complete ASAP.",1,"tensor([[0.0000, 3.8769]], device='cuda:0')"
1,Let me know what information you need from me.,1,"tensor([[0.0000, 3.9512]], device='cuda:0')"
1,Please send this email to anyone that may need to see it.,1,"tensor([[0.0000, 4.0548]], device='cuda:0')"
1,Make sure you include your Alaska Airlines Mileage Plan number to qualify for this promotion.,1,"tensor([[0.0000, 3.9174]], device='cuda:0')"
1,you have to expand on the maintenance tools.,1,"tensor([[0.0000, 3.8079]], device='cuda:0')"
0,"The difference in terms of the height between the Delhi Metro Pink Line and Delhi Metro Green Line is 16.7 metres, which will be covered with extra-large elevators, stairs as well as ramps.",0,"tensor([[3.9544, 0.0000]], device='cuda:0')"
1,Please call him in the morning Tuesday to schedule time for meeting.,1,"tensor([[0.0000, 3.6293]], device='cuda:0')"
0,The bench asked Solicitor General Tushar Mehta that why the orders concerning the imposition of restrictions in Jammu and Kashmir were not placed on record.,0,"tensor([[4.1278, 0.0000]], device='cuda:0')"
1,Please send this file to Jeff and check with him to see if he or someone in their group can do.,1,"tensor([[0.0000, 3.7801]], device='cuda:0')"
0,She is a member of the Employers Group of The European Economic and Social Committee in Brussels.,0,"tensor([[3.8478, 0.0000]], device='cuda:0')"
0,"There would be a trunk-or-treat, where cars would be driven to parking lots and kids from the community can take candies from the trunk.
NORMAL	Our baby will be dressed up as Superman this year.
NORMAL	Since pumpkins are not easily available, we will carve watermelons.
NORMAL	Our house will be decked up with spider webs and black witch cats, said Keeley, who resides with her family in Neelankarai.",0,"tensor([[4.0806, 0.0000]], device='cuda:0')"
0,"It's our favourite time of the year.
NORMAL	I dressed up as a crazy cat lady two years back.
NORMAL	Our mother would make interesting costumes to our liking.
NORMAL	We'd prepare thematic food like eggs for creepy eye balls and carrots for fingers, said the communication director of American International School, Chennai.",0,"tensor([[4.4274, 0.0000]], device='cuda:0')"
0,"The results of phase IIb trial of the vaccine conducted by pharmaceutical company GSK in partnership with the International AIDS Vaccine Initiative (IAVI), has protected about half the people who got it, the experts said.",0,"tensor([[3.9764, 0.0000]], device='cuda:0')"
1,Increase the permissible power level at Gleason on each of the turbines from 182mw to 185mw.,1,"tensor([[0.1907, 3.6918]], device='cuda:0')"
0,"The 30-share Sensex soared over 666 points before settling 581.64 points, or 1.48 percent, higher at 39,831.84.",0,"tensor([[4.4989, 0.0000]], device='cuda:0')"
0,KOCHI: The usual delay in getting the service of an online taxi in the city will soon be a thing of the past as a new online cab service has been launched in the city.,0,"tensor([[3.9144, 0.0000]], device='cuda:0')"
1,Coordinate with business and technology teams business analysts and developers in the next meeting.,1,"tensor([[0.0000, 3.8675]], device='cuda:0')"
1,"Please mark your calendar and use it on tomorrow's conference call, and is attached.",1,"tensor([[0.0000, 4.4482]], device='cuda:0')"
0,"We will make sure there's no dew.
NORMAL	After all day/night one-dayers are played here.
NORMAL	There's this dew treatment spray and all.
NORMAL	Nothing will happen, Ganguly said.",0,"tensor([[4.1249, 0.0000]], device='cuda:0')"
0,"Additionally, Alexa can be muted, when desired, or turned off completely when the soundbar is powered down, based on user preferences.",0,"tensor([[3.2644, 0.1043]], device='cuda:0')"
0,"The incident is being treated as a case of custodial death, said a police spokesperson.",0,"tensor([[4.1547, 0.0000]], device='cuda:0')"
0,So in this situation of economic slowdown what do you think happens?,0,"tensor([[3.6757, 0.1581]], device='cuda:0')"
0,"MoS Finance Anurag Thakur said the companies over the last 5 years have contributed Rs 50,000 crore and above towards CSR.",0,"tensor([[4.2318, 0.0000]], device='cuda:0')"
0,"Asked about its security, given that children often manage to escape the building, SSP Gupta said he planned to track the visitors to the campus.",0,"tensor([[4.3677, 0.0000]], device='cuda:0')"
1,Please set up meeting for this afternoon and invite the following people.,1,"tensor([[0.0000, 3.9752]], device='cuda:0')"
0,"Embattled British Prime Minister Boris Johnson's fourth bid to force an early general election on December 12 cleared its first Parliament hurdle on Tuesday as MPs backed it without the need for a vote, a day after a similar attempt was rejected by the leaders following the European Union's further extension to the Brexit deadline until January 31.",0,"tensor([[4.0669, 0.0000]], device='cuda:0')"
0,But the biggest questions are being raised on the identity of the woman behind the NGO that organised the trip.,0,"tensor([[3.9648, 0.0000]], device='cuda:0')"
0,Economics is not like family Budget.,0,"tensor([[4.5554, 0.0000]], device='cuda:0')"
1,Please contact Jon Alstad in my absence with any action items and input you may have in next coming days.,1,"tensor([[1.0439e-03, 4.0825e+00]], device='cuda:0')"
0,There has been lot of effort on this front and there has been some progress.,0,"tensor([[4.5726, 0.0000]], device='cuda:0')"
0,"On a day Maharashtra Chief Minister Devendra Fadnavis denied the BJP ever promised to share the chief minister's post with the ally Shiv Sena, the Uddhav Thackeray-led party came up with an old video of the CM in which he purportedly talked about equal sharing of posts and responsibilities in the state government.",0,"tensor([[4.0225, 0.0000]], device='cuda:0')"
0,Aquarius: A situation manifests gradually and it is no longer possible to ignore it.,0,"tensor([[3.6177, 0.0000]], device='cuda:0')"
0,"For the last 18 months to two years, I feel like we've probably turned a corner and results have massively improved.
NORMAL	I think that's reflected in the way we have actually started looking at T20 cricket.
NORMAL	We have started looking at 'alright, let's start, instead of picking our one-day side and turning it straight into our T20 side, let's pick more specialists for this, ESPNcricinfo quoted Maxwell as saying.",0,"tensor([[4.3288, 0.0000]], device='cuda:0')"
1,Lisa Please review the attached Credit Schedule from Dow.,1,"tensor([[0.0000, 4.1773]], device='cuda:0')"
1,Please call your Transportation Administrator for affected receipts and deliveries before it leads to next level.,1,"tensor([[0.0000, 4.2421]], device='cuda:0')"
1,Please see Technical Bulletin from day ahead external transactions.,1,"tensor([[0.0000, 4.2546]], device='cuda:0')"
1,Also Rika please consider gather couple of your powerusers and we can review this app for other refinements.,1,"tensor([[0.0000, 3.7493]], device='cuda:0')"
1,Please accept my gratitude for all the extra work and effort you have put in on this issue of operating hour under the alternative operating scenerio.,1,"tensor([[0.0000, 3.6617]], device='cuda:0')"
0,"State Youth Congress president Satyajeet Tambe, also Thorat's nephew, wrote on social media, asking Sena scion Aaditya Thackeray not to miss the opportunity of becoming the CM.",0,"tensor([[4.1108, 0.0000]], device='cuda:0')"
1,"Call babysitter, email me back, and lets get together!",1,"tensor([[0.0306, 3.7028]], device='cuda:0')"
1,Josh and John give an illustrated tour of the stuff you had to be there to believe.,1,"tensor([[1.5576, 2.4198]], device='cuda:0')"
1,Please review and let me know when this has been accomplished and will retry to download in Unify.,1,"tensor([[0.2545, 4.1336]], device='cuda:0')"
1,"Please, contact my assistant, Shirley Crenshaw at 713 853 5290 to schedule an interview.",1,"tensor([[0.0738, 3.8657]], device='cuda:0')"
1,Authorize Mettatal to file our pleading.,1,"tensor([[0.0000, 3.8521]], device='cuda:0')"
0,"Like real zombies, the walking dead's namesake cocktail packs a powerful punch.",0,"tensor([[3.8641, 0.0000]], device='cuda:0')"
0,Patients' medical records generated electronically would make available all the medical history to the treating doctors.,1,"tensor([[1.7753, 1.8699]], device='cuda:0')"
0,The applicants (DK Shivakumar's wife Usha Shivakumar and mother Gowramma) said that the amended petition can only be filed after they receive the fresh summons.,0,"tensor([[3.8198, 0.0000]], device='cuda:0')"
0,(ANI),0,"tensor([[3.0416, 0.0000]], device='cuda:0')"
0,She cites the example of a drawing depicting 'Maharana Jawan Singh and Col Bentick at 1832 Ajmer durbar' as presenting unique challenges.,0,"tensor([[4.0925, 0.0000]], device='cuda:0')"
0,"Class 10 examinations began on Tuesday, while the class 12 exams are scheduled to start from Wednesday afternoon.",0,"tensor([[3.7396, 0.0000]], device='cuda:0')"
1,"Richard, Compare your california production to the numbers in the 2000 California Gas Report.",1,"tensor([[0.0000, 3.7078]], device='cuda:0')"
0,"Dr. A. Anitha, the hospital superintendent, said that e-Health would also deliver all the diagnostic laboratory results directly to the doctor' s computer.",0,"tensor([[3.8470, 0.0000]], device='cuda:0')"
0,"These must be independently and impartially investigated.
NORMAL	Torture is totally and unequivocally prohibited under international law, Colville said.",0,"tensor([[3.6976, 0.0000]], device='cuda:0')"
0,The BCCI had introduced the pink ball in Duleep Trophy that same year and it continued for three seasons before the Board scrapped it this year due to lack of broadcast coverage.,0,"tensor([[4.1532, 0.0000]], device='cuda:0')"
1,Enter Demand fee into Sitara for March and April 2000.,1,"tensor([[0.4545, 3.2429]], device='cuda:0')"
1,Don please consider sending rep for market trials and hourly requirements.,1,"tensor([[0.0000, 3.9032]], device='cuda:0')"
0,"Bhasha Shah, a full time conservator at MMCF says that the highlight of the laboratory is the low pressure vacuum suction table measuring 5' x 10', the largest available in India.",0,"tensor([[4.1529, 0.0000]], device='cuda:0')"
0,A majority of complaints to the state PCB came from the Lake Town-Bangur area in the northern fringes of Kolkata and from Behala-Parnashree and Kasba in south Kolkata.,0,"tensor([[3.7742, 0.0000]], device='cuda:0')"
0,"The BCB has confirmed and we are having a pink-ball Test.
NORMAL	It's a good development.
NORMAL	Test cricket needs this push.
NORMAL	I and my team were bent on it and thanks to Virat (Kohli) also, he agreed, Ganguly told PTI.",0,"tensor([[4.1484, 0.0000]], device='cuda:0')"
1,Please let me know what you think about this issue.,1,"tensor([[0.0000, 3.7407]], device='cuda:0')"
0,"As per the Budget provision, as per section 115QA of the Act, buyback of unlisted shares attracts additional tax at 20% (plus surcharge and cess) in the hands of the company distributing the income on such buyback.",0,"tensor([[3.4426, 0.0000]], device='cuda:0')"
0,"While the city warms up to the range of Halloween-themed costume contests, dinner spreads and parties, families from this community are making their own fun.",0,"tensor([[3.9199, 0.0000]], device='cuda:0')"
0,But who is Madi Sharma?,0,"tensor([[3.7608, 0.0000]], device='cuda:0')"
0,"Vijay was assaulted by both the policemen and the couple.
NORMAL	I want the department to take action against the people responsible for his death.
NORMAL	After we protested the whole day today, the officers called us inside in the evening to record our statement, said Singh's younger brother Shivam.",0,"tensor([[3.7373, 0.0000]], device='cuda:0')"
1,Relieve the local congestion related to the wind generation projects in the Rio Pecos area.,1,"tensor([[0.4978, 3.1244]], device='cuda:0')"
1,Please let me know the final outcome on this and share the expected results.,1,"tensor([[0.0000, 4.3594]], device='cuda:0')"
1,Please ensure delinquent account debtors to meet their debt obligations.,1,"tensor([[0.0797, 3.6431]], device='cuda:0')"
1,Please verify which price is correct.,1,"tensor([[0.0000, 4.1225]], device='cuda:0')"
1,Please mark your calendar for the Monthly Regulatory Meeting to review the RTO to test newly added feature.,1,"tensor([[0.0000, 3.6529]], device='cuda:0')"
1,Also please confirm this whether we should bill EES for this deal or not.,1,"tensor([[0.0000, 3.9071]], device='cuda:0')"
1,Please assist accounts department in meeting collection targets.,1,"tensor([[0.0000, 3.7152]], device='cuda:0')"
0,Include your contact number for speedy action.,1,"tensor([[0.0000, 3.8315]], device='cuda:0')"
1,"Eric, kindly prepare financial statements in timely manner.",1,"tensor([[0.2862, 3.5573]], device='cuda:0')"
1,Let's discuss at your earliest convenience.,1,"tensor([[0.0000, 4.3658]], device='cuda:0')"
1,Please resend in excel or pdf format.,1,"tensor([[0.0000, 3.8628]], device='cuda:0')"
0,"To cancel, communicate from your registered email id and send the email with the cancellation request to assist@bsmail.in .",1,"tensor([[0.0000, 4.5901]], device='cuda:0')"
1,Please remove my name and information from the registered user list.,1,"tensor([[0.0000, 3.6043]], device='cuda:0')"
0,"The STT is charged on buy and sale of securities instruments, including equity.",0,"tensor([[3.4830, 0.4641]], device='cuda:0')"
0,"The provision on buybacks was a new one, introduced in this year's Union Budget by Finance Minister Nirmala Sitharaman.",0,"tensor([[3.9673, 0.0000]], device='cuda:0')"
0,"A well-planned exercise can burn more calories, tone your body and affect your body overall.",0,"tensor([[3.8794, 0.0000]], device='cuda:0')"
0,The figure was 173 there at 11 PM on Sunday.,0,"tensor([[3.8642, 0.2167]], device='cuda:0')"
0,"We started as an online bus ticketing aggregator and went on to add hotel, taxi services and soon-to-be-launched flight tickets by the year-end.",0,"tensor([[4.1570, 0.0000]], device='cuda:0')"
1,Please let everyone on this mailing list know once the changes have been made.,1,"tensor([[0.0069, 3.7609]], device='cuda:0')"
1,"Please review and if there is anything else that Rita Wynne need to know about this deal, just let her know.",1,"tensor([[0.0000, 4.2757]], device='cuda:0')"
0,Most of the top-level and second-rung separatist politicians have been taken into preventive custody while mainstream leaders including two former chief ministers -- Omar Abdullah and Mehbooba Mufti - have been either detained or placed under house arrest.,0,"tensor([[4.0001, 0.0000]], device='cuda:0')"
0,Most of the top-level and second-rung separatist politicians have been taken into preventive custody while mainstream leaders including two former chief ministers - Omar Abdullah and Mehbooba Mufti - have been either detained or placed under house arrest.,0,"tensor([[4.0790, 0.0000]], device='cuda:0')"
1,Please assist in determining pricing quotes for customers.,1,"tensor([[0.0000, 4.2094]], device='cuda:0')"
0,How worrying is it?,0,"tensor([[3.9658, 0.0000]], device='cuda:0')"
1,Also include the incremental volume you are wishing to transport under the compression agreement.,1,"tensor([[0.2041, 3.5711]], device='cuda:0')"
0,"After the peddler left, the purchaser was approached by Dahibavkar who claimed to be a crime branch officer and threatened to take him to Dindoshi police station and arrest him.",0,"tensor([[4.1094, 0.0000]], device='cuda:0')"
0,"E-commerce companies are managing to disrupt traditional businesses, which are suffering.
NORMAL	The online travel agents (OTAs) have managed to disrupt the market in the last two years.
NORMAL	Illegal activity is going on in the garb of deep discounts.
NORMAL	OTAs have been armtwisting local businesses, charging high commissions and offering big discounts.
NORMAL	Whether a hotel owner likes it or not, they have to take part in the business of OTAs because these have a dominant position.
NORMAL	Small players are in the stronghold of these guys, said Pradeep Shetty, joint secretary at FHRAI and vice-president of FHRAI's western region arm.",0,"tensor([[4.2151, 0.0000]], device='cuda:0')"
0,"The development ended days of speculation after Ganguly first proposed the idea to the Bangladesh Cricket Board, which faced resistance from its players and sat for multiple meetings to convince them.",0,"tensor([[4.0066, 0.0000]], device='cuda:0')"
1,"For April Business, use only the following ENA contracts on CGAS.",1,"tensor([[0.1722, 3.8862]], device='cuda:0')"
0,Here the Chinese have handled it beautifully.,0,"tensor([[3.5785, 0.0000]], device='cuda:0')"
0,"The A321XLR is the next evolutionary step from the A321LR which response to market needs for even more range and payload, creating more value for the airlines.",0,"tensor([[3.6874, 0.0000]], device='cuda:0')"
0,"On the other hand, Bharti Airtel, Kotak Bank and PowerGrid fell up to 5 per cent.",0,"tensor([[4.2145, 0.0267]], device='cuda:0')"
1,"please check with Steve Leppard and ask him to confirm, and send to me his position and title of his talk tonight.",1,"tensor([[0.0459, 3.8351]], device='cuda:0')"
1,Please change Sitara to reflect the transportation rates shown on the schedule below.,1,"tensor([[0.0000, 3.4786]], device='cuda:0')"
0,"UOB-Kay Hian's expansion comes as firms such as Charles Schwab Corp. and Fidelity Investments have eliminated fees on a range of offerings, and as robo-advisers are increasingly used to help clients to construct portfolios at a fraction of the cost of human advisers.",0,"tensor([[4.1794, 0.0000]], device='cuda:0')"
0,"We are pleased to partner yet again with Airbus for our next batch of Airbus A320neo Family aircraft.
NORMAL	The fuel-efficient A320neo family aircraft will allow IndiGo to maintain its strong focus on lowering operating costs and delivering fuel efficiency with high standards of reliability.
NORMAL	The choice of engine manufacturer for this order will be made at a later date, said Riyaz Peermohamed, Chief Aircraft Acquisition and Financing Officer of IndiGo.",0,"tensor([[3.7142, 0.0000]], device='cuda:0')"
0,"Brent futures, the global oil benchmark, slipped 1.28 per cent to USD 60.81 per barrel.",0,"tensor([[3.7652, 0.0000]], device='cuda:0')"
1,Please follow the instructions in TurboTax carefully to get best results.,1,"tensor([[0.0000, 4.0758]], device='cuda:0')"
1,Please let me know the results so that I can redraft the sale through Unify.,1,"tensor([[0.0000, 3.9994]], device='cuda:0')"
0,So should there be a shift in the public discourse?,0,"tensor([[3.7545, 0.0000]], device='cuda:0')"
1,"Kay, please add this name to the Virginia list, check and eliminate the people who are working for other project.",1,"tensor([[0.0000, 3.8012]], device='cuda:0')"
1,please pass on to others that missed in your arena.,1,"tensor([[0.0890, 3.6434]], device='cuda:0')"
0,"While NPS' tier-I equity schemes have delivered low-to-mid-single-digit returns over the past year, debt schemes have given far higher returns, aiding the overall NPS portfolio.",0,"tensor([[4.2884, 0.0000]], device='cuda:0')"
1,"Please go into your SAP profiles, check your Profile information and send me the accuracy.",1,"tensor([[0.0000, 4.0986]], device='cuda:0')"
1,Please coordinate with supervisor and receive all materials and prepare necessary paperwork for same.,1,"tensor([[0.0000, 3.7379]], device='cuda:0')"
0,"We take this as recognition of collective work of hundreds of researchers, NGOs and government who we work with.""",0,"tensor([[3.7849, 0.0000]], device='cuda:0')"
0,crore in the same period of 2018-19.,0,"tensor([[3.1012, 0.6387]], device='cuda:0')"
0,"Ayushmann retorts saying that referring to a bald man as ""takla"" is derogatory.",0,"tensor([[4.2440, 0.0000]], device='cuda:0')"
0,"For one, it has helped the ruling camp touch the magic figure of 116 legislators in the Assembly with the Congress reaching the 115-mark along with Pradip Jaiswal, an independent MLA who is already a part of the government with a ministerial berth.",0,"tensor([[4.1368, 0.0000]], device='cuda:0')"
1,"Andrew Please check with credit, and after they approve, come to me to assign.",1,"tensor([[0.0000, 3.8714]], device='cuda:0')"
0,"Meanwhile, Kolkata Police said that 1,190 people were arrested for bursting banned fireworks in the city and neighbouring areas on Sunday night.",0,"tensor([[4.4418, 0.0000]], device='cuda:0')"
0,"Bala is directed by Amar Kaushik, who earlier made ""Stree"", and the film features Yami Gautam, Bhumi Pednekar and Saurabh Shukla among others.",0,"tensor([[3.5265, 0.0000]], device='cuda:0')"
0,"According to sources, the drug consumer is a 21-year-old resident of Maitri Park, Goregaon East.",0,"tensor([[4.6314, 0.0000]], device='cuda:0')"
0,"We want to remember the activists who have contributed to achieve the rights that we have today.
NORMAL	We are reaching out to them and involving them in each session of the festival, in a bid to help the new generation learn from the experienced people, he adds, pointing out that though Article 377 has been decriminalised, the community is still struggling to get civil rights, which would allow them to marry, buy property and avail insurance benefits.",0,"tensor([[4.3757, 0.0000]], device='cuda:0')"
0,The Northern Irish Democratic Unionist Party (DUP) is vehemently opposed to the so-called divorce bill with the EU due to the post-Brexit invisible border planned in the Irish Sea.,0,"tensor([[3.6263, 0.0000]], device='cuda:0')"
0,"The ban comes as a huge blow for Bangladesh cricket ahead of their much-anticipated tour of India, which comprises three T20 Internationals and two Tests, beginning with the shortest format games on November 3. The Bangladesh Cricket Board (BCB), however, said that doors will be opened for Shakib once his ban ends.",0,"tensor([[3.9935, 0.0000]], device='cuda:0')"
0,May be there was some sort of enormity in the economic policy when we started - we have to do this or that and we had no choice.,0,"tensor([[3.6096, 0.0000]], device='cuda:0')"
0,"We hope the aggregator segment recovers in time and with the festive and winter seasons, we may see happy tidings again.",0,"tensor([[3.9845, 0.0000]], device='cuda:0')"
1,Interconnect definitive studies through VEPCO.,1,"tensor([[1.0377, 3.6483]], device='cuda:0')"
0,The drug purchaser arranged for the money and was let go.,0,"tensor([[2.9276, 0.4886]], device='cuda:0')"
0,"Shah seemed unfazed by the same and said that he was raring to make the most of the opportunity, should a Test debut come his way during the tour Down Under.",0,"tensor([[3.9260, 0.0163]], device='cuda:0')"
0,Be careful about what you say or promise in a meeting.,0,"tensor([[2.3856, 1.2877]], device='cuda:0')"
1,Please assist participants to perform all meetings effectively by sending emails.,1,"tensor([[0.0000, 3.9240]], device='cuda:0')"
0,"Yamaha Music India introduced two new next-generation soundbars, with built-in Alexa voice control in India - YAS 109 and YAS 209.",0,"tensor([[3.9058, 0.0000]], device='cuda:0')"
0,"Two more policemen - Station Officer of Rohaniya, Parshuram Tripathi, and a constable -- were also injured in the mob attack.",0,"tensor([[4.1118, 0.0000]], device='cuda:0')"
0,The remote contains a dedicated button to initiate Alexa control.,0,"tensor([[2.6748, 0.7131]], device='cuda:0')"
0,"In the meantime, the arrested accused, Rajan Rajbhar, managed to escape.",0,"tensor([[3.7228, 0.0000]], device='cuda:0')"
0,The City Palace Museum has created new storage spaces for various collections.,0,"tensor([[3.7580, 0.0000]], device='cuda:0')"
0,"The venue can seat 12,000 spectators on long benches placed around the space.",0,"tensor([[3.4263, 0.0000]], device='cuda:0')"
0,"Chelsea, on the other hand, have been ruthless in their past seven games, winning it all on good margins.",0,"tensor([[3.7896, 0.0000]], device='cuda:0')"
1,Check Exhibit to make sure that all parties are listed and the appropriate counsel is listed.,1,"tensor([[0.0000, 4.1438]], device='cuda:0')"
0,"Says Syed, ""We want the community to know that this is also a celebration, besides a protest.",0,"tensor([[3.9729, 0.0405]], device='cuda:0')"
0,"Due to a flyover and an underpass nearby, it is difficult to create more space for steel platform pillars.",0,"tensor([[3.7750, 0.0000]], device='cuda:0')"
1,"Please, check with Vasant, he will introduce you to the credit team and let me know once it is done.",1,"tensor([[0.0000, 3.8768]], device='cuda:0')"
0,"Designing such schemes that work well to achieve it, for example, collectively as a nation we decide that we have to improve immunisation rates in the country, because the rates are too low for an economy like India.",0,"tensor([[3.6549, 0.0000]], device='cuda:0')"
0,"The BJP and the Sena, which won 105 and 56 seats, respectively in the just concluded Vidhan Sabha polls, are yet to sort out their formula for sharing of power in the government formation.",0,"tensor([[3.6761, 0.0000]], device='cuda:0')"
